100,245,511,505,700,518,IsBarnes,Location,formatted_date,formatted_title,Original Folder Name,New Folder Name
,00$aStudent chamber music recital.,0\$aVarious performers.,"00$tFrom Estaciones porte{tilde}nas :$tPrimavera porte{tilde}na = (""Buenos Aires spring"") /$r{acute}Astor Piazzolla (Elaine Higashi, violin ; Jaime Lee, cello ; Tiffany Tsay, piano) --$tFrom Sonatina no. 2 in A minor, D. 385 :$tAllegro moderato /$rFranz Schubert (Yuko Usami, violin ; Kyuree Kang, piano) --$tFrom Cello sonata no. 1 in E minor. op. 38 :$tAllegro non troppo /$rJohannes Brahms (Eric (Min Keun) Park, cello ; Shiliu Wang, piano) --$tPassacaglia$g(after G. F. Handel, from Harpsichord suite no. 7) /$rarr. Johan Halvorsen (Gene Hu, violin ; Zachary Wu, cello) --$tFrom Piano quintet no. 2 in A major, op. 81 :$tAllegro, ma non troppo /$rAnton{acute}in Dvor{acute}ak (Jonathan Park, violin ; Will Moseson, violin ; Max Stein, viola ; Andrea Cameron, cello ; Emily Dothe, piano) --$tPiano trio no. 1 in D minor, op. 49.$tMolto allegro ed agitato ;$tAndante con moto tranquillo ;$tScherzo: leggiero e vivace ;$tFinale: allegro assai appassionato /$rFelix Mendelssohn (Moriah Son, violin ; Vivian Yang, cello ; Emily Choi, piano).",,"\\$oRecorded$d2012 November 27,$pBarnes Hall, Cornell University.",TRUE,Barnes,11/27/12 0:00,Student chamber music recital.,20121127_Student_Chamber,
,00$aPiano studio recital :$bstudents of Xak Bjerken.,0\$aVarious performers.,"00$tFrom Concerto in A minor, op. 54 :$tAllegro affettuoso /$rRobert Schumann (Tiffany Tsay ; David Friend, orchestral piano) --$t32 variations on an original theme, WoO 80 /$rLudwig van Beethoven ;$tFrom Miroirs :$tAlborada del gracioso /$rMaurice Ravel (Eric Tan) --$tFrom Sonatas and interludes, for prepared piano /$rJohn Cage (David Friend) --$tEtude-tableaux in C major, op. 33, no. 2 /$rSergei Rachmaninoff ;$rBallade no. 4 in F minor, op. 52 /$rFr{acute}ed{acute}eric Chopin (Emily Dothe) --$tRondo alla ingharese quasi un capriccio, op. 129 /$rBeethoven (Emily Choi) --$tFrom Piano concerto, op. 38 :$tCanzone: moderato ;$tAllegro molto /$rSamuel Barber (Vikram Potdar ; Andrew Zhou, orchestral piano).","1\$aBjerken, Xak.","\\$oRecorded$d2012 November 28,$pBarnes Hall, Cornell University.",TRUE,Barnes,11/28/12 0:00,Piano studio recital: students of Xak Bjerken.,20121128_Xak_Bjerken,
,00$aStudio 342 :$bvoice students of Judith Kellock.,0\$aVarious performers.,"00$t""Weichet nur, betr{uml}ubte Schatten"" from cantata no. 202 (""Wedding cantata"") /$rJohann Sebastian Bach (Lorraine Fitzmaurice, soprano ; Amit Gilutz, piano) --$tAbschied, from Schwanengesang, D. 957 /$rFranz Schubert (Alexander Cooper, baritone; Carolyn Grossmann, piano) --$tAmarilli, mia bella, from Le nuove musiche /$rGiulio Caccini (Annalyse Moskeland, soprano ; Amit Gilutz, piano) --$t""Ah! Je veux vivre,"" from Rom{acute}eo et Juliette /$rCharles Gounod (Hilary Garnish, soprano ; Amit Gilutz, piano) --$t{iquest}Con qu{acute}e la lavar{acute}e?, from Cuatro madrigales amatorios /$rJoaqu{acute}in Rodrigo (Quinn Squyres, soprano ; Blaise Bryski, piano) --$t""Deh vieni, non tardar,"" from Le nozze di Figaro, K. 492 /$rWolfgang Amadeus Mozart (Carolyn Krupski, soprano ; Blaise Bryski, piano) --$tL{acute}ua descolorida /$rOsvaldo Golijov (Hilary Garnish, soprano ; Amit Gilutz, piano) --$t""It is enough,"" from Elijah, op. 70 /$rFelix Mendelssohn (Alexander Reese, baritone ; Carolyn Grossmann, piano) --$t""Un' aura amorosa"" from Cos{grave}i fan tutte /$rMozart ;$tBonne journ{acute}ee, from Tel jour, telle nuit /$rFrancis Poulenc (Nathaniel McEwen, tenor ; Frederick Dong, piano) --$t""Willow song"" from The ballad of baby doe /$rDouglas Moore ;$rJohn Latouche (Erin Goers, soprano ; Blaise Bryski, piano) --$t""Je suis Titania,"" from Mignon /$rAmbroise Thomas (Annalise Smith, soprano ; Amit Gilutz, piano).","1\$aKellock, Judith.","\\$oRecorded$d2012 December 1,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/1/12 0:00,Studio 342: voice students of Judith Kellock.,20121201_Kellock_Students,
,00$aFall concert.,"0\$aCornell Middle Eastern and Mediterreanean Music Ensemble ; Harold Hagopiano, musical director ; Gail Holst-Warhaft, co-director.",00$tTa paidhia tis aminas$g(Greek) /$rarranged by S. Ksarhakos --$tAsfur$g(Arabic) /$rMarcel Khalif --$tYiati na kathesai na les$g(Greek) /$rSpiros Peristeris --$tBekledim de gelmedin$g(Turkish) /$rYesari Asin Arsoy --$tBir ben bir Allah biliyor$g(Turkish) /$rTarken (solo: Kaan Turkel) --$tY{circ}ar sa{commab}clarin l{uml}ule l{uml}ule$g(Turkish) /$rYesari Asim Arsoy --$tAh edip inlerim$g(Turkish) /$rKadri {commab}Sen{commab}calar (solo: Margarita Poutouridou) --$tKamancha $g(Greek) /$rSayat Nova (solo on kemancha: Ken Fung) --$tKaroun karoun$g(Armenian) --$tFincanin etrafi ye{commab}sil$g(Turkish) /$rCelal G{uml}uzelses Diyarbakir --$tBerber o{circ}glan-{commab}cadirimin {uml}ust{uml}une$g(Turkish) --$tSiroon aghcheek$g(Armenian) /$rUdi Hrant .,"1\$aHagopian, Harold G.;1\$aHolst-Warhaft, Gail,$d1941-","\\$oRecorded$d2012 December 2,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/2/12 0:00,Fall concert.,20121202_Harold_Hagopian,
,00$aCornell University Jazz Ensemble.,"0\$aTom Killian, director ; various performers.",00$tThe jody grind /$rHorace Silver ;$rarr. John Clayton --$tTeddy the toad /$rNeal Hefti ;$rtrans. Miles Collins --$tCon alma /$rDizzy Gillespie ;$rArr. Michael Mossman --$tLines for lions /$rRobert Curnow --$tBossa rio /$rJohn Fedchock --$tMiss fine /$rOliver Nelson --$tSkylark /$rHoagy Carmichael/Johnny Mercer ;$rarr. Bob Brookmeyer --$tPick up the pieces /$rAverage White Band ;$rarr. Mark Taylor --$tLester leaps in /$rLester Young ;$rarr. Mark Taylor.,"1\$aKillian, Tom$c(Drummer)","\\$oRecorded$d2012 December 4,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/4/12 0:00,Cornell University Jazz Ensemble.,20121204_CU_Jazz_Ensemble,
,"00$aDavid Friend, piano, with guest Jamie Jordan, soprano.","0\$aDavid Friend, piano ; with guest Jamie Jordan, soprano.",00$tThe wonderful widow of eighteen springs ;$tNowth upon nacht /$rJohn Cage --$tNow our grief is put away /$rRobert McClure --$tCities change the songs of birds.$tLyin' piece of shit ;$tFrom the time she was a baby ;$tThat's it your honor /$rJacob ter Velduis --$tThe vines in the carpet.$ton paper ;$tvanish ;$tvines ;$tmoutache ;$tgone /$rJohn Liberatore --$tThe sleeper /$rGeorge Crumb --$tMonth of ghosts /$rDavid Dramm --$tRethink love: a Youtube mash-up /$rRuben Naeff.,"1\$aFriend, David$c(Pianist),$eperformer.;1\$aJordan, Jamie,$d1978-$eperformer.","\\$oRecorded$d2012 December 8,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/8/12 0:00,"David Friend, piano, with guest Jamie Jordan, soprano.",20121208_David_Friend,
,"00$aXak Bjerken, piano, with guests Ronald Copes, violin, Julia Lichten, cello.","0\$aXak Bjerken, piano ; with guests Ronald Copes, violin ; Julia Lichten, cello.","00$tPoh{acute}adka = (""Fairy tales"").$tCon moto ;$tCon moto ;$tAllegro /$rLeos Jan{acute}acek (Ms. Lichten and Mr. Bjerken) --$tTrio in E-flat major, op. 70, no. 2.$tPoco sostenuto--allegro ;$tAllegretto ;$tAllegretto, ma non troppo ;$tFinale: allegro /$rLudwig van Beethoven --$tDuo concertant$g(1932).$tCantil{grave}ene ;$tEglogue I ;$tEglogue II ;$tGigue ;$tDithyrambe /$rIgor Stravinksy (Mr. Copes and Mr. Bjerken) --$tTrio in C minor, op. 101.$tAllegro energico ;$tPresto non assai ;$tAndante grazioso ;$tAllegro molto /$rJohannes Brahms.","1\$aBjerken, Xak,$eperformer.;1\$aCopes, Ronald,$eperformer.;1\$aLichten, Julia,$eperformer.","\\$oRecorded$d2013 February 3,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/3/13 0:00,"Xak Bjerken, piano, with guests Ronald Copes, violin, Julia Lichten, cello.","20130203_Bjerken,_Copes,_Lichten",
,"00$aAndrew Zhou, piano.","0\$aAndrew Zhou, piano.","00$tHaiku /$rJonathan Harvey --$tFrom Quatre {acute}etudes de rythme :$tMode de valeurs et d'intensit{acute}es /$rOlivier Messiaen --$tScherzo no. 4 in E, op. 54 /$rFr{acute}ed{acute}eric Chopin --$tShiraz /$rClaude Vivier --$tLa lumi{grave}ere n'a pas de bras pour nous porter /$rG{acute}erard Pesson --$tSonata in D, K. 29 /$rDomenico Scarlatti --$tMiroirs.$tNoctuelles ;$tOiseaux tristes ;$tUne barque sur l'oc{acute}ean ;$tAlborada del gracioso ;$tLa vall{acute}ee des cloches /$rMaurice Ravel.","1\$aZhou, Andrew,$eperformer.","\\$oRecorded$d2013 February 8,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/8/13 0:00,"Andrew Zhou, piano.",20130208_Andrew_Zhou,
,"00$aMichael Compitello, percussion, with guest Hannah Collins, cello, Xak Bjerken, piano.","0\$aMichael Compitello, percussion ; with guest Hannah Collins, cello ; Xak Bjerken, piano.",00$tStop speaking /$rAndy Akiho --$tTight sweater.$tExposed zipper ;$tTrans fatty acid's rein ;$tMara's lullaby ;$tPickle trousers ;$tEvil yellow penguin ;$tMechanically separated chicken parts /$rMarc Mellits (with Ms. Collins and Mr. Bjerken) --$tPsappha /$rIannis Xenakis --$tKhan variations /$rAlejandro Vi{tilde}nao --$tHush.$tThe tongue is but a clapper ;$tHow--hush! ;$tSimplicity itself /$rTonia Ko (New Morse Code: Mr. Compitello and Ms. Collins) --$t21 /$rAkiho (New Morse Code).,"1\$aCompitello, Michael,$eperformer.;1\$aCollins, Hannah,$eperformer.;1\$aBjerken, Xak,$eperformer.","\\$oRecorded$d2013 February 9,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/9/13 0:00,"Michael Compitello, percussion, with guest Hannah Collins, cello, Xak Bjerken, piano.",20130209_Michael_Compitello,
,"00$aCornell Contemporary Chamber Players, Michael Small, director, presents Momenta Quartet.","0\$aMomenta Quartet (Emilie-Anne Gendron and Adda Kridler, violins ; Stephanie Griffin, viola ; Michael Haas, cello).","00$tQuartet in E-flat major, op. 20, no. 1.$tAllegro moderato ;$tMenuetto: un poco allegretto ;$tAffetuoso e sostenuto ;$tFinale: presto /$rFranz Joseph Haydn --$tEt in Arcadia ego$g(2010, rev. 2011) /$rNiccolo D. Athens --$tMusic for string quartet II$g(2012) /$rCharles Cacioppo --$tReticence$g(2013) /$rTonia Ko --$tA gasp of blue$g(2012-13) /$rMichael Small --$tQuartet in G minor, op. 10.$tAnim{acute}e e tr{grave}es decide ;$tAssez vif et bien rythm{acute}e ;$tAndantino, doucement expressif ;$tTr{grave}es mod{acute}er{acute}e /$rClaude Debussy.","1\$aSmall, Michael,$eperformer.","\\$oRecorded$d2013 February 13,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/13/13 0:00,"Cornell Contemporary Chamber Players, Michael Small, director, presents Momenta Quartet.",20130213_Momenta_Quartet,
,"00$aGuest artist, Laura Melton, piano.","0\$aLaura Melton, piano.","00$tDavidsb{uml}undlert{uml}anze, op. 6$g(1837).$tLebhaft ;$tInnig ;$tMit Humor ;$tUngeduldig ;$tEinfach ;$tSehr rasch ;$tNicht schnell ;$tFrisch ;$tLebhaft ;$tBalladenm{uml}assig. Sehr rasch ;$tEinfach ;$tMit Humor ;$tWild und lustig ;$tZart und singend ;$tFrisch ;$tMit gutem Humor ;$tWie aus der Ferne ;$tNicht schnell /$rRobert Schumann --$tScarlatti cadences and brainstorm$g(1994-97) /$rSebastian Currier --$t12 {acute}etudes$g(1915).$t{acute}Etude pour les cinq doigts = (""five fingers"") ;$t {acute}Etude pour les tierces = (""thirds"") ;$t{acute}Etude pour les quartes = (""fourths"") ;$t{acute}Etude pour les sixtes = (""sixths"") ;$t{acute}Etude pour les octaves = (""octaves"") ;$t{acute}Etude pour les huit doigts = (""eight fingers"") ;$t{acute}Etude pour les degr{acute}es chromatiques = (""chromatic degrees"") ;$t{acute}Etude pour les agr{acute}ements = (""ornaments"") ;$t{acute}Etude pour les notes r{acute}ep{acute}et{acute}ees = (""repeated notes"") ;$t{acute}Etude pour les sonorit{acute}es oppos{acute}ees = (""opposing sonorities"") ;$t{acute}Etude pour les arp{grave}eges compos{acute}es = (""composite arpeggios"") ;$t{acute}Etude pour les accords = (""chords"") /$rClaude Debussy.","1\$aMelton, Laura$c(Pianist),$eperformer.","\\$oRecorded$d2013 February 15,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/15/13 0:00,"Guest artist, Laura Melton, piano.",20130215_Laura_Melton,
,"00$aJohn Stetch, piano.","0\$aJohn Stetch, piano.","00$tItalian concerto, BWV 971.$tAllegro ;$tAndante ;$tPresto /$rJohann Sebastian Bach --$tBallade no. 1 in G minor, op. 23 /$rFr{acute}ed{acute}eric Chopin --$tSonata no. 13 in B-flat major, K. 333.$tAllegro swingisalli ;$tAndante funkibl{acute}e ; Allegretto groovioso","1\$aStetch, John,$eperformer.","\\$oRecorded$d2013 February 16,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/16/13 0:00,"John Stetch, piano.",20130216_John_Stetch,
,00$aChord box :$ba recital of poetry and songs.,"0\$aMichael Small, composer ; Elizabeth Lindsey Rogers, poet ; featuring sopranos Annalise Smith and Jamie Jordan ; and pianist Andrew Zhou.","00$tAs syllable from sound.$tThe brain is wider than the sky ;$tA charm invests a face ;$tIf I can stop one heart from breaking$g(three songs for soprano and piano on poems by Emiliy Dickson)$r(Annalise Smith ; Andrew Zhou) --$tElizabeth Lindsey Rogers reads a selection of her poetry from her new collection, ""Chord box"" --$tThe moon was not the moon.$tA road in the sky ;$tIn mid-autumn ;$tLength$g(three songs for soprano and piano on poems by Elizabeth Lindsey Rogers)$r(Jamie Jordan ; Andrew Zhou).","1\$aSmall, Michael.;1\$aRogers, Elizabeth Lindsey,$d1985-;1\$aSmith, Annalise,$eperformer.;1\$aJordan, Jamie,$d1978-$eperformer.;1\$aZhou, Andrew,$eperformer.","\\$oRecorded$d2013 February 21,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/21/13 0:00,Chord box: a recital of poetry and songs.,20130221_Chord_Box,
,"00$aElizabeth Shuhan, flute, with Andrew Zhou, piano, Emily DiAngelo, oboe, Richard MacDowell, clarinet, Rebecca Jemian, bassoon.","0\$aElizabeth Shuhan, flute ; with Andrew Zhou, piano ; Emily DiAngelo, oboe ; Richard MacDowell, clarinet ; Rebecca Jemian, bassoon.","00$tPr{acute}elude {grave}a l'apr{grave}es-midi d'un faune, for flute, clarinet and piano /$rClaude Debussy ;$rarr. by Michael Webster --$tSonata in A major for violin$g(arr. for flute).$tAllegro ben moderato ;$tAllegro ;$tRecitativo-fantasia: ben moderato ;$tAllegretto poco mosso /$rC{acute}esar Franck --$tEight etudes and a fantasy.$tMaestoso ;$tQuietly ;$tAdagio possible ;$tVivace ;$tAndante ;$tAllegretto leggero ;$tIntensely ;$tPresto ;$tFantasy--tempo giusto /$rElliot Carter.","1\$aShuhan, Elizabeth,$eperformer.;1\$aZhou, Andrew,$eperformer.;1\$aDiAngelo, Emily,$eperformer.;1\$aMacDowell, Richard,$eperformer.;1\$aJemian, Rebecca,$eperformer.","\\$oRecorded$d2013 March 4,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/4/13 0:00,"Elizabeth Shuhan, flute, with Andrew Zhou, piano, Emily DiAngelo, oboe, Richard MacDowell, clarinet, Rebecca Jemian, bassoon.",20130304_Shuhan,
,"00$aGuests artists, Dolce Suono Ensemble :$bmodernism becomes today.","0\$aDolce Suono Ensemble (Mimi Stillman, flute ; Charles Abramovic, piano).","00$tSonatine for flute and piano /$rHenri Dutilleux --$tPr{acute}elude {grave}a l'apr{grave}es-midi d'un faune /$rClaude Debussy ;$rarr. Gustave Samazeuilh --$tElements, for flute and piano$g(2000).$tEarth ;$tWater ;$tAir ;$tFire /$rMason Bates --$tSyrinx, for solo flute /$rDebussy --$tDensity 21.5, for solo flute /$rEdgard Var{grave}ese --$tHuldah, for solo flute /$rMimi Stillman --$tFrom Parabasis$g(2007) :$tCordax ;$tCommoedia ;$tMania /$rJeremy Gill --$tBrazilian ch{circ}oros /$rarr. Stillman and Abramovic.","1\$aStillman, Mimi,$eperformer.;1\$aAbramovic, Charles,$eperformer.","\\$oRecorded$d2013 March 9,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/9/13 0:00,"Guests artists, Dolce Suono Ensemble: modernism becomes today.",20130309_Dolce_Suono,
,"00$aAriana Kim, violin, John Haines-Eitzen, cello, with guests Christine Kwak, violin, Jory Fankuchen and Danny Kim, violas, Jane Cords-O'Hara, cello.","0\$aAriana Kim, violin ; John Haines-Eitzen, cello ; with guests Christine Kwak, violin ; Jory Fankuchen and Danny Kim, violas ; Jane Cords-O'Hara, cello.","00$tString sextet no. 1 in B-flat major, op. 18.$tAllegro ma non troppo ;$tAndante, ma moderato ;$tScherzo: Allegro molto ;$tRondo: poco allegretto e grazioso /$rJohannes Brahms --$tVerkl{uml}arte Nacht = (""Transfigured night""), op. 4 /$rArnold Schoenberg.","1\$aKim, Ariana,$eperformer.;1\$aHaines-Eitzen, John,$eperformer.;1\$aKwak, Christine,$eperformer.;1\$aFankuchen, Jory,$eperformer.;1\$aKim, Danny,$eperformer.;1\$aCords-O'Hara, Jane,$eperformer.","\\$oRecorded$d2013 March 13,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/13/13 0:00,"Ariana Kim, violin, John Haines-Eitzen, cello, with guests Christine Kwak, violin, Jory Fankuchen and Danny Kim, violas, Jane Cords-O'Hara, cello.",20130313_Kim_and_HainesEitzer,
,00$aJoint senior recital.,"0\$aMarit Imsdahl, violin ; Solveig Imsdahl, piano.","00$tViolin sonata no. 5 in F major, op. 24 (""Spring"").$tAllegro ;$tAdagio molto espressivo ;$tScherzo: allegro molto ;$tRondo: allegro ma non troppo /$rLudwig van Beethoven --$tFrom Partita no. 3 in E major, BWV 1006 :$tGavotte en Rondeau /$rJohann Sebastian Bach --$tPiano sonata no. 14 in A minor, D. 784.$tAllegro giusto ;$tAndante ;$tAllegro vivace /$rFranz Schubert --$tViolin sonata no. 2 in D, op. 94bis.$tModerato ;$tScherzo: presto ;$tAndante ;$tAllegro con brio /$rSergei Prokofiev.","1\$aImsdahl, Marit,$eperformer.;1\$aImsdahl, Solveig,$eperformer.","\\$oRecorded$d2013 March 14,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/14/13 0:00,Joint senior recital.,20130314_Imsdahl_and_Imsdahl,
"1\$aCage, John.","10$aDavid Friend, prepared piano.","0\$aDavid Friend, prepared piano.","00$t0'00"" --$tSonatas in interludes.$tSonata I ;$tSonata II ;$tSonata III ;$tSonata IV ;$tFirst interlude ;$tSonata V ;$tSonata VI ;$tSonata VII ;$tSonata VIII ;$tSecond interlude ;$tThird interlude ;$tSonata IX ;$tSonata X ;$tSonata XI ;$tSonata XII ;$tFourth interlude ;$tSonata XIII ;$tSonata XIV ;$tSonata XV ;$tSonata XVI.","1\$aFriend, David$c(Pianist),$eperformer.","\\$oRecorded$d2013 March 26,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/26/13 0:00,"David Friend, prepared piano.",20130326_David_Friend,
,00$aSenior recital.,"0\$aEmily Dura, French horn ; Frederick Dong, piano.","00$tHorn sonata in F major, op. 17.$tAllegro moderato ;$tPoco adagio ;$tRondo: allegro molto /$rLudwig van Beethoven --$tHunter's moon /$rGilbert Vinter --$tFrom The glass bead game :$tthe call and awakening /$rJames Beckel, Jr. (Blaise Bryski, piano) --$tHorn songs.$tEs rauschet das Wasser ;$tWeg der Liebe ;$tSo la{C7} uns Wandern! /$rJohannes Brahms ;$rtrans. Verne Reynolds (Zachary Sherman, trombone).","1\$aDura, Emily,$eperformer.;1\$aDong, Frederick,$eperformer.","\\$oRecorded$d2013 March 28,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/28/13 0:00,Senior recital.,20130328_Emily_Dura,
,"00$aAriana Kim, violin, with Xak Bjerken and Miri Yampolsky, piano, Christopher Stark, electronics, guest Ian Rosenbaum, marimba.","0\$aAriana Kim, violin ; Xak Bjerken and Miri Yampolsky, piano ; Christopher Stark, electronics ; guest Ian Rosenbaum, marimba.","00$tViolin sonata no. 1 in G major, op. 78.$tVivace ma non troppo ;$tAdagio ;$tAllegro molto moderato /$rJohannes Brahms (with Ms. Yampolsky) --$tViolin sonata no. 2 in G major.$tAllegretto ;$tBlues: moderato ;$tPerpetuum mobile: allegro /$rMaurice Ravel (with Mr. Bjerken) --$tRed ochre, for violin and electronics$g(2012) /$rChristopher Stark (with Mr. Stark) --$tTumblers, for violin, marimba and computer$g(1989) /$rAlejandro Vi{tilde}nao (with Mr. Rosenbaum).","1\$aKim, Ariana,$eperformer.;1\$aBjerken, Xak,$eperformer.;1\$aYampolsky, Miri,$eperformer.;1\$aStark, Christopher,$d1980-$eperformer.;1\$aRosenbaum, Ian,$eperformer.","\\$oRecorded$d2013 April 1,$pBarnes Hall, Cornell University.",TRUE,Barnes,4/1/13 0:00,"Ariana Kim, violin, with Xak Bjerken and Miri Yampolsky, piano, Christopher Stark, electronics, guest Ian Rosenbaum, marimba.",20130401_Bjerken; 20130401_Kim,
,00$aFestival Chamber Orchestra.,"0\$aFestival Chamber Orchestra; Chris Younghoon Kim, conductor.","00$tNight musings$g(2012) /$rYuan Peiying --$tMusic for chamber orchestra /$rCharles Cacioppo --$tIn mid-autumn, for soprano and sinfonietta$g(2013) /$rMichael Small (Judith Kellock, soprano).","1\$aKim, Chris Younghoon,$econductor.","\\$oRecorded$d2013 April 6,$pBarnes Hall, Cornell University.",TRUE,Barnes,4/6/13 0:00,Festival Chamber Orchestra.,20130406_Festival_Chamber_Orchestra,
