001,005,007,008,035_##$a,040_##$a,040_##$c,040_##$d,045_##$a,100_1#$a,100_1#$c,100_1#$d,100_1#$q,240_10$a,240_10$l,245_10$a,245_10$b,245_10$h,245_12$a,245_12$h,245_13$a,245_13$h,245_14$a,245_14$h,260_##$c,300_##$a,300_##$b,500_##$a,505_0#$a,510_4#$a,510_4#$b,510_4#$c,518_##$a,520_##$a,540_##$a,600_00$a,600_00$d,600_00$x,600_07$0,600_07$2,600_07$a,600_07$d,600_10$a,600_10$d,600_10$q,600_10$t,600_10$x,600_17$0,600_17$2,600_17$a,600_17$d,600_17$q,610_10$a,610_10$b,610_17$0,610_17$2,610_17$a,610_17$b,610_20$a,610_20$x,610_20$y,610_27$0,610_27$2,610_27$a,611_27$0,611_27$2,611_27$a,630_#7$0,630_#7$2,630_#7$a,630_00$a,648_#7$2,648_#7$a,650_#0$a,650_#0$v,650_#0$x,650_#0$y,650_#0$z,650_#7$0,650_#7$2,650_#7$a,650_#7$x,651_#0$a,651_#0$x,651_#0$y,651_#0$z,651_#7$0,651_#7$2,651_#7$a,651_#7$z,655_#7$0,655_#7$2,655_#7$a,700_1#$a,700_1#$c,700_1#$d,700_1#$q,710_1#$4,710_1#$a,710_1#$b,830_#0$a,830_#0$p,830_#4$a,899_1#$a,905_##$a,948_2#$a,948_2#$b,948_2#$d,948_2#$e,948_2#$x,leader
3600639,20151214182640.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63896368,NIC,NIC,NIC,,"LaCapra, Dominick,",,1939-,,,,On the rhetoric of racism in literature,,[sound recording],,,,,,,1988.,1 sound cassette (25 min.) :,"analog, mono.",Sponsored by: Society for the Humanities.,,,,,"Lecture, April 15, 1988.","Tape includes introductory remarks by La Capra; Gates presents an
                overview of the state of black education in the United States today and opens the
                conference ""Race and the Humanities"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,African Americans,,Education.,,United States.,(OCoLC)fst01086654,fast,Racism in language,Education,United States,Race relations.,,,(OCoLC)fst01204155,fast,United States,,,,,"Gates, Henry Louis,",Jr.,,,,,,Race and the humanities.,,,CULectures,20000405120000.0,20141221,m,batch,lts,addfast,01534cim a22003972u 4500
3600646,20151214182642.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63896384,NIC,NIC,NIC,,"Mehrez, Samia.",,,,,,"Contesting the dominant other: the case of the Francophone North
                African writer",,[sound recording],,,,,,,1988.,1 sound cassette (70 min.) :,"analog, mono.","Speaker(s): Assistant Professor of Near Eastern Studies, Cornell
                University.",,,,,"Lecture, April 16, 1988.","Mehrez discusses the recent development of bilingual writing among
                Francophone writers (specifically Arab) as being distinct from the
                currently-existing alternatives of writing in French while adhering to a metropole
                perspective or of immersing oneself in Arabic. She points out the political
                implications of such a choice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Algerian literature (French),,,,Foreign countries.,(OCoLC)fst00831758,fast,Bilingualism and literature,Foreign countries,,,,,,,,,,,,,,,,,,,Race and the humanities.,,,CULectures,19991222120000.0,20141221,m,batch,lts,addfast,01597cim a22003492u 4500
3600593,20151214182631.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63896298,NIC,NIC,NIC,,"Maksoud, Clovis.",,,,,,Future of peace in the middle east: an arab perspective,,[sound recording],,,,,,,1988.,1 sound cassette (80 min.) :,"analog, mono.","Speaker(s): Ambassador Maksoud is the permanent observer of the
                League of Arab States to the United Nations, and chief representative of the Arab
                League to the United States.",,,,,"Lecture, April 18, 1988.","Maksoud advances the notion that due to the establishment of the
                state of Israel, the Palestinians have ceased to be human beings and have become
                human obstacles. What is needed, in his mind, is a Palestinian adaptation to the
                Israeli ""fear psyche"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast,Since 1945,Palestine.,,,,,(OCoLC)fst01069781,fast,Political science,,Middle East,Politics and government,1945-,,(OCoLC)fst01241586,fast,Middle East,,,,,,,,,,,,,,,CULectures,20000425120000.0,20141221,m,batch,lts,addfast,01732cim a22003972u 4500
3600598,20151214182631.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63896304,NIC,NIC,NIC,,"Tate, James,",,1943-2015.,,,,James Tate reads his poetry,,[sound recording],,,,,,,1988.,1 sound cassette (40 min.) :,"analog, mono.","Speaker(s): Author of ""The Lost Pilot,""
                ""Absences,"" and ""Constant Defender""; Professor of English,
                Amherst College.",,,,,"Reading, April 19, 1988.",,,,,,,,,,"Tate, James,",1943-2015.,,,,(OCoLC)fst00028939,fast,"Tate, James,",1943-2015.,,,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,"Poetry, Modern",,,20th century.,,(OCoLC)fst01067769,fast,"Poetry, Modern",,,,,,,,,,,,,,,,,,,,Robert Chasen memorial readings.,,,CULectures,20000328120000.0,20141221,m,batch,lts,addfast,01104cim a22003132u 4500
3600601,20151214182632.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63896307,NIC,NIC,NIC,,"MacIntosh, Peggy.",,,,,,Re-vision: a feminist perspective,,[sound recording],,,,,,,1988.,1 sound cassette (80 min.) :,"analog, mono.",Speaker(s): Associate professor at Wellsley College.,,,,,"Lecture, April 27, 1988.","MacIntosh discusses pedagogy as a means of allowing students to
                adaopt an ""adjacent"" position in relation to subject matter. This approach
                is an alternative to the ""lateral"", ""take a position"" point of
                view.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminism.,,Study and teaching.,,,(OCoLC)fst00922671,fast,Feminism,Study and teaching,,,,,,,,,,,,,,,,,,,Gender and pedagogy lectures.,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01208cim a22003132u 4500
3600679,20151214182650.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63896437,NIC,NIC,NIC,,"Orlov, Yuri,",,1924-,,,,,,,,,,,"The Gorbachev reforms: a relationship between human rights and mutual
                security",[sound recording],1988.,1 sound cassette (35 min.) :,"analog, mono.","Speaker(s): Orlov is a Soviet physicist who was imprisonned in the
                Soviet Union because of his human rights activism. He is now a researcher at Cornell
                in the Physics Department.",,,,,"Lecture, April 27, 1988.","Orlov discusses the current situation in the Soviet Union in view of
                ""glasnost"" and suggests that the withdrawal of Soviet troops from
                Afghanistan is unique in the history of the Soviet Union.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(OCoLC)fst01122498,fast,Social history,,Soviet Union,Social conditions.,,,(OCoLC)fst01210281,fast,Soviet Union,,,,,,,,,,,,"Gorbachev and Soviet reform: insights on the present and
                future.",,,CULectures,20000405120000.0,20141221,m,batch,lts,addfast,01465cim a22003252u 4500
3600603,20151214182633.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63896309,NIC,NIC,NIC,,"West, Cornel.",,,,,,,,,,,,,The black church and oppositional politics,[sound recording],1988.,2 sound cassettes (110 min.) :,"analog, mono.",Speaker(s): West is from the Union Theological Seminary.,,,,,"Lecture, April 28, 1988.","West discusses the ""Black Church"" and its oppositional
                politics (ie., the use of prophetic, all-embracing vision) and its consequences in
                terms of both enabling and disabling causes of freedom. She is introduced by
                Hortense Spillers, visiting professor of English, Cornell University.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Religion and politics.,,Religion.,,United States.,(OCoLC)fst01149517,fast,Theologians,Religion,,,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,Toni Morrison lectures.,,,CULectures,19991217120000.0,20141221,m,batch,lts,addfast,01646cim a22003852u 4500
3600610,20151214182634.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63896319,NIC,NIC,NIC,,"Piedra, Jose",,,,,,Blues on blues,,[sound recording],,,,,,,1988.,1 sound cassette (60 min.) :,"analog, mono.","Speaker(s): Expert on Afro-Hispanic Studies at Yale University;
                Fellow of the Society for the Humanities, Cornell.",,,,,"Lecture, April 29, 1988.","Piedra compares Latin American song with North American
                blues.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blues (Music),,Music.,,Latin America.,(OCoLC)fst01071422,fast,Popular music,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423855,fast,Music,,,,,,,,Race and class in Latin American popular music.,,,CULectures,20000403120000.0,20141221,m,batch,lts,addfast,01596cim a22004212u 4500
3601667,20151214182918.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63898001,NIC,NIC,NIC,,"Sagan, Carl,",,1934-1996.,,,,Goals for the 21st-century,,[sound recording],,,,,,,1988.,1 sound cassette :,"analog, mono.","Speaker(s): Sagan is the David Duncan Professor of Astronomy and
                Space Sciences; Director of the Laboratory for Planetary Studies; creator of
                ""Cosmos"" television series and author of ""Dragons of Eden"",
                ""Broca's Brain"", etc.",,,,,"Lecture, June 10, 1988.","Sagan discusses the socioeconomic implications of present-day
                expenditures on conventional and nuclear arms as well as the hypothetical
                recognition of states like South Africa on the future.",No reproductions authorized.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuclear nonproliferation.,,Social aspects.,,,(OCoLC)fst01040971,fast,Nuclear weapons,Social aspects,,,,,,,,,,,,,,,,,,,Spencer T. and Ann W. Olin lectures.,,,CULectures,20000320120000.0,20141221,m,batch,lts,addfast,01630cim a22003732u 4500
3601915,20151214182957.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63898478,NIC,NIC,NIC,,"Draitser, Emil,",,1937-,,,,From Russia with laughs: Soviet underground humor,,[sound recording],,,,,,,1988.,1 sound cassette (60 min.) :,"analog, mono.","Speaker(s): Professor of Russian at Hunter College and New York
                School of Comedy.",,,,,"Lecture, September 19, 1988.","Draitser describes Soviet humor and compares it to that of the United
                States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russian wit and humor.,,,,,(OCoLC)fst01102423,fast,Russian wit and humor,,Soviet Union,Social life and customs.,,,(OCoLC)fst01210281,fast,Soviet Union,,,,,,,,,,,,,,,CULectures,20000405120000.0,20141221,m,batch,lts,addfast,01234cim a22003252u 4500
3601920,20151214182958.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63898486,NIC,NIC,NIC,,"Mohawk, John,",,1945-2006.,,,,"Denonville and Sullivan campaigns: record of Iroquois
                agriculture",,[sound recording],,,,,,,1988.,2 sound cassettes :,"analog, mono.","Speaker(s): Professor of American studies, SUNY-Buffalo.",,,,,"Lecture, September 26, 1988.","Mohawk shifts his presentation from a discussion of Indian
                agricultural practices to focus on the contributions which the Iroquois Indians made
                to the construction of the United States Constitution.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iroquois Indians.,,Agriculture.,,,(OCoLC)fst00979404,fast,Iroquois Indians,,,,,,,,,,,,,,,,,,,,Cultural encounter: corn--Indian gift to the world.,,,CULectures,20000301120000.0,20141221,m,batch,lts,addfast,01328cim a22003252u 4500
3601925,20151214182959.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63898494,NIC,NIC,NIC,,"Snodgrass, W. D.",,1926-2009.,"(William De Witt),",,,W.D. Snodgrass reads his own poetry,,[sound recording],,,,,,,1988.,1 sound cassette :,"analog, mono.","Speaker(s): 1960 Pulitzer Prize winner in poetry for his first book,
                ""Heart's Needle""; visiting professor of poetry, Cornell.",,,,,"Reading, September 26, 1988.","Snodgrass reads passages from autobiographical sketches composed
                while he was visiting and working in Mexico.",,,,,,,,,"Snodgrass, W. D.",1926-2009.,"(William De Witt),",,,(OCoLC)fst01733107,fast,"Snodgrass, W. D.",1926-2009,"(William De Witt),",,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,"Poetry, Modern",,,20th century.,,(OCoLC)fst01067769,fast,"Poetry, Modern",,,,,,,,,,,,,,,,,,,,,,,CULectures,20000405120000.0,20141221,m,batch,lts,addfast,01318cim a22003252u 4500
3601941,20160106133446.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63898527,NIC,NIC,NIC,,"Brant, Beth,",,1941-2015.,,,,Beth Brant reads from her own work,,[sound recording],,,,,,,1988.,1 sound cassette :,"analog, mono.","Speaker(s): Author of ""Mohawk Trail""; editor of ""A
                Gathering of Spirit"", a Native American feminist anthology.",,,,,"Reading, October 3, 1988.","Brant reads from her book, ""Mohawk Trail"", an anthology of
                native American feminist writings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literature,,Indian authors.,,,(OCoLC)fst01177198,fast,Women authors,Indian authors,,,,,,,,,,,,,,,,,,,,,,CULectures,20000307120000.0,20141221,m,batch,lts,addfast,01284cim a22003252u 4500
3601944,20151214183002.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng ,(OCoLC)63898530,NIC,NIC,NIC,,"Derrida, Jacques.",,,,Politiques de l'amitié.,English,,,,,,,,The politics of friendship,[sound recording],1988.,1 sound cassette (70 min.) :,"analog, mono.","Speaker(s): Professor of the History of Philosophy, Ecole des Hautes
                Etudes en Sciences Sociales, Paris; Andrew D. White Professor-at-Large.",,,,,"Lecture, October 3, 1988.","Derrida addresses the concepts and meanings of friendship with a
                philosophical interpretation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philosophy.,,,,,(OCoLC)fst01060777,fast,Philosophy,,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01227cim a22003252u 4500
3601956,20151214183004.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63898551,NIC,NIC,NIC,,"Mernissi, Fatima.",,,,,,,,,,,,,"The veil as magic in non-Democratic Islam: the word and the deed or
                the symbolic management of incoherence",[sound recording],1988.,1 sound cassette :,"analog, mono.","Speaker(s): Universite Mohamed V. Institut, Universitaire de la
                Recherche Scientifique, Morocco.",,,,,"Lecture, October 7, 1988.","Mernissi attributes the suppression of women's rights in the
                Muslim world to the advent of Islam and describes the role of women in modern Muslim
                society.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Women (Islamic law),,Social conditions.,,,(OCoLC)fst01735659,fast,Women (Islamic law),Social conditions,,,,,,,,,,,,,,,,,,,Arabic and Islamic lectures.,,,CULectures,20000417120000.0,20141221,m,batch,lts,addfast,01725cim a22003732u 4500
3601962,20151214183005.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63898564,NIC,NIC,NIC,,"Rishmawi, Mona.",,,,,,"Arab women and political struggles: the case of Palestinian women
                during the Intifadah",,[sound recording],,,,,,,1988.,1 sound cassette (70 min.) :,"analog, mono.","Speaker(s): Practicing lawyer, Human rights activist in Al-Haqq,
                Ramallah, the West Bank.",,,,,"Lecture, October 8, 1988.","Rishmawi discusses the role of Palestinian women in the
                Intifadah.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Women,,Political activity,,Arab countries.,(OCoLC)fst01734136,fast,Women,Political activity,,,,,(OCoLC)fst01240128,fast,Arab countries,,,,,,,,,,,,Arabic and Islamic lectures.,,,CULectures,20000316120000.0,20141221,m,batch,lts,addfast,01683cim a22003852u 4500
3601967,20151214183007.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63898570,NIC,NIC,NIC,,"Fuentes, Carlos.",,,,,,Carlos Fuentes reads from his work,,[sound recording],,,,,,,1988.,1 sound cassette (63 min.) :,"analog, mono.",Speaker(s): He is a Mexican novelist.,,,,,"Reading, October 12, 1988.","Fuentes discusses his motivations for writing and the functions and
                expectations of writers in Latin America. The author quotes examples from his own
                writings to illustrate topics.",,,,,,,,,"Fuentes, Carlos.",,,,,(OCoLC)fst00050724,fast,"Fuentes, Carlos",,,,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,Latin American literature,,,20th century.,,(OCoLC)fst00993031,fast,Latin American literature,,,,,,,,,,,,,,,,,,,,Rose Goldsen memorial lectures.,,,CULectures,20000313120000.0,20141221,m,batch,lts,addfast,01491cim a22003852u 4500
3601971,20151214183007.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63898575,NIC,NIC,NIC,,"Seznec, Alain.",,,,,,,,,,,,,"The Library in the next 25 years: books, computers, information, and
                research--the basic materials for building tomorrow",[sound recording],1988.,1 sound cassette (92 min.) :,"analog, mono.","Sponsored by: Library Development, Office of.",,,,,"Panel, October 14, 1988.","A panel discussion concerning the necessity of building an annexation
                or separate building to provide space for the explosion of new library materials at
                Cornell.",,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,Libraries.,,(OCoLC)fst00530369,fast,Cornell University,,,,,,,,,,Acquisitions (Libraries),,Acquisitions.,,New York (State),(OCoLC)fst00997341,fast,Libraries,Acquisitions,,,,,(OCoLC)fst01210280,fast,New York (State),,,,,,,,,,,,Trustee Council Weekend events.,,,CULectures,20000314120000.0,20141221,m,batch,lts,addfast,01616cim a22003852u 4500
3601981,20151214183009.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63898595,NIC,NIC,NIC,,"Barrett, Michele.",,,,,,"Recent developments in feminist theory: ""women's oppression
                today"" reconsidered",,[sound recording],,,,,,,1988.,1 sound cassette (85 min.) :,"analog, mono.","Speaker(s): She is senior fellow at the City University at
                London.",,,,,"Lecture, October 19, 1988.","Barrett describes a new feminist interest in the body which varies
                significantly from the work of Foucault and from recent discussions of cyborgs. She
                suggests that this new interest is tied to the broader feminist concern with the
                politics of reproductive choice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Women authors.,,,,,(OCoLC)fst01177198,fast,Women authors,,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01406cim a22003372u 4500
3601985,20151214183010.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63898603,NIC,NIC,NIC,,"Fitzpatrick, Sheila.",,,,,,Provincial Stalinism: scenes from the Great Purge 1937,,[sound recording],,,,,,,1988.,1 sound cassette :,"analog, mono.","Speaker(s): Oliver H. Radkey Regents' Professor of History,
                University of Texas at Austin.",,,,,"Lecture, October 20, 1988.","Fitzpatrick reviews the Moscow and provincial trials, emphasizing the
                latter's role in the Great Purge of 1937 and the struggles of peasants to
                testify against officials on trial.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(OCoLC)fst01709887,fast,Moscow Trials (Russia : 1936-1937),,,,,fast,1925 - 1953,"Moscow Trials, Moscow, Russia, 1936-1937.",,,,Russian S.F.S.R.,(OCoLC)fst01156388,fast,Trials (Political crimes and offenses),,Soviet Union,History,1925-1953.,,(OCoLC)fst01210281,fast,Soviet Union,Moscow,,,,,,,,,,,University lectures.,,,CULectures,20000405120000.0,20141221,m,batch,lts,addfast,01786cim a22004092u 4500
3601991,20151214183011.0,ss|lmnjluz|nuu,991101s1988 nyunnn l eng d,(OCoLC)63898610,NIC,NIC,NIC,,"Greenburg, Reuben.",,,,,,Being Black and Jewish,,[sound recording],,,,,,,1988.,1 sound cassette :,"analog, mono.","Speaker(s): Reuben Greenburg is chief of the Charleston Police
                Department.",,,,,"Lecture, October 24, 1988.","Greenburg addresses anti-semitic and racist trends in the United
                States, tracing similarities and contrasts between the black and Jewish community
                and their impact on images of Jews and blacks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast,Since 1980,Racism,,,,United States.,(OCoLC)fst01122498,fast,Social history,,United States,Social conditions,1980- ,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,,,,CULectures,20000413120000.0,20141221,m,batch,lts,addfast,01478cim a22003612u 4500
